"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.text","Input.state","Answer.sentiment.label","Approve","Reject"
"302U8RURJY00XWM26QH31IG6PECVNU","3VL3OSLWYGYYRJY160Q0PPTL9021GA","Twitter sentiment analysis","Political sentiment analysis for democratic primary predictions","sentiment, text","$0.04","Thu Apr 02 14:57:49 PDT 2020","3","BatchId:3979219;OriginalHitTemplateId:928390909;","3600","172800","Sun Apr 05 14:57:49 PDT 2020","","","374TNBHA8BU5R7STHV161UAR55RQYG","AYTH0E5PUXWX8","Submitted","Thu Apr 02 15:00:40 PDT 2020","Thu Apr 02 15:00:49 PDT 2020","Sat Apr 04 15:00:49 PDT 2020","","","","9","0% (0/0)","0% (0/0)","0% (0/0)","So Bloomberg is doubling his Ad budget...cool. Waste that money. Does anyone ever pay attn to those ads? Most people record shows and fast forward LOL","california","Negative"
"302U8RURJY00XWM26QH31IG6PECVNU","3VL3OSLWYGYYRJY160Q0PPTL9021GA","Twitter sentiment analysis","Political sentiment analysis for democratic primary predictions","sentiment, text","$0.04","Thu Apr 02 14:57:49 PDT 2020","3","BatchId:3979219;OriginalHitTemplateId:928390909;","3600","172800","Sun Apr 05 14:57:49 PDT 2020","","","3E7TUJ2EGCLW1XGG4X362EA1DHI9D6","A1RA8Z8GIITZWJ","Submitted","Thu Apr 02 15:01:09 PDT 2020","Thu Apr 02 15:01:22 PDT 2020","Sat Apr 04 15:01:22 PDT 2020","","","","13","100% (2/2)","100% (2/2)","100% (2/2)","So Bloomberg is doubling his Ad budget...cool. Waste that money. Does anyone ever pay attn to those ads? Most people record shows and fast forward LOL","california","Neutral"
"302U8RURJY00XWM26QH31IG6PECVNU","3VL3OSLWYGYYRJY160Q0PPTL9021GA","Twitter sentiment analysis","Political sentiment analysis for democratic primary predictions","sentiment, text","$0.04","Thu Apr 02 14:57:49 PDT 2020","3","BatchId:3979219;OriginalHitTemplateId:928390909;","3600","172800","Sun Apr 05 14:57:49 PDT 2020","","","3K3R2QNK8B2IIZR2QSTVCEEPZHD9UG","A1YSYI926BBOHW","Submitted","Thu Apr 02 15:01:27 PDT 2020","Thu Apr 02 15:01:59 PDT 2020","Sat Apr 04 15:01:59 PDT 2020","","","","32","100% (1/1)","100% (1/1)","100% (1/1)","So Bloomberg is doubling his Ad budget...cool. Waste that money. Does anyone ever pay attn to those ads? Most people record shows and fast forward LOL","california","Negative"
"304QEQWKZOJ2MGLY48TRVEQLLS50ON","3VL3OSLWYGYYRJY160Q0PPTL9021GA","Twitter sentiment analysis","Political sentiment analysis for democratic primary predictions","sentiment, text","$0.04","Thu Apr 02 14:57:51 PDT 2020","3","BatchId:3979219;OriginalHitTemplateId:928390909;","3600","172800","Sun Apr 05 14:57:51 PDT 2020","","","3AMW0RGHOD1QFWN0AGD6K9MAWP2NPX","A1YSYI926BBOHW","Submitted","Thu Apr 02 15:02:19 PDT 2020","Thu Apr 02 15:02:48 PDT 2020","Sat Apr 04 15:02:48 PDT 2020","","","","29","100% (1/1)","100% (1/1)","100% (1/1)","Yes King - you dem ways too.","mississippi","Neutral"
"304QEQWKZOJ2MGLY48TRVEQLLS50ON","3VL3OSLWYGYYRJY160Q0PPTL9021GA","Twitter sentiment analysis","Political sentiment analysis for democratic primary predictions","sentiment, text","$0.04","Thu Apr 02 14:57:51 PDT 2020","3","BatchId:3979219;OriginalHitTemplateId:928390909;","3600","172800","Sun Apr 05 14:57:51 PDT 2020","","","3NKQQ8O39Y4ULP4J28YXYAXFQ2RUDH","A3O0NNIW4KA2PV","Submitted","Thu Apr 02 14:59:47 PDT 2020","Thu Apr 02 15:02:24 PDT 2020","Sat Apr 04 15:02:24 PDT 2020","","","","157","100% (9/9)","100% (9/9)","100% (9/9)","Yes King - you dem ways too.","mississippi","Neutral"
"304QEQWKZOJ2MGLY48TRVEQLLS50ON","3VL3OSLWYGYYRJY160Q0PPTL9021GA","Twitter sentiment analysis","Political sentiment analysis for democratic primary predictions","sentiment, text","$0.04","Thu Apr 02 14:57:51 PDT 2020","3","BatchId:3979219;OriginalHitTemplateId:928390909;","3600","172800","Sun Apr 05 14:57:51 PDT 2020","","","3RU7GD8VPOSNV9F5ICUSJ3WGJOASPE","AKMQH2MGTUWO9","Submitted","Thu Apr 02 15:02:16 PDT 2020","Thu Apr 02 15:02:23 PDT 2020","Sat Apr 04 15:02:23 PDT 2020","","","","7","100% (4/4)","100% (4/4)","100% (4/4)","Yes King - you dem ways too.","mississippi","Neutral"
"306996CF6VJIABH7WMS53Z9WJLRB1W","3VL3OSLWYGYYRJY160Q0PPTL9021GA","Twitter sentiment analysis","Political sentiment analysis for democratic primary predictions","sentiment, text","$0.04","Thu Apr 02 14:57:43 PDT 2020","3","BatchId:3979219;OriginalHitTemplateId:928390909;","3600","172800","Sun Apr 05 14:57:43 PDT 2020","","","3PJUZCGDJ6FKK2KPNPSQGMW02QK98Z","AJY5G987IRT25","Submitted","Thu Apr 02 14:59:02 PDT 2020","Thu Apr 02 14:59:13 PDT 2020","Sat Apr 04 14:59:13 PDT 2020","","","","11","100% (2/2)","100% (2/2)","100% (2/2)","Who needs two billionaires in the race, that lane ain't wide enough.  Steyer should drop out, throw his support behind Bloomberg,  and spend his money on helping win the Senate.","iowa","Negative"
"306996CF6VJIABH7WMS53Z9WJLRB1W","3VL3OSLWYGYYRJY160Q0PPTL9021GA","Twitter sentiment analysis","Political sentiment analysis for democratic primary predictions","sentiment, text","$0.04","Thu Apr 02 14:57:43 PDT 2020","3","BatchId:3979219;OriginalHitTemplateId:928390909;","3600","172800","Sun Apr 05 14:57:43 PDT 2020","","","3SUWZRL0MYCEBKSI2LBEOM1KNSC6EM","A2V4CKDV6TKXQ0","Submitted","Thu Apr 02 15:02:53 PDT 2020","Thu Apr 02 15:15:20 PDT 2020","Sat Apr 04 15:15:20 PDT 2020","","","","747","100% (3/3)","100% (3/3)","100% (3/3)","Who needs two billionaires in the race, that lane ain't wide enough.  Steyer should drop out, throw his support behind Bloomberg,  and spend his money on helping win the Senate.","iowa","Neutral"
"306996CF6VJIABH7WMS53Z9WJLRB1W","3VL3OSLWYGYYRJY160Q0PPTL9021GA","Twitter sentiment analysis","Political sentiment analysis for democratic primary predictions","sentiment, text","$0.04","Thu Apr 02 14:57:43 PDT 2020","3","BatchId:3979219;OriginalHitTemplateId:928390909;","3600","172800","Sun Apr 05 14:57:43 PDT 2020","","","3TR2532VIPTMM0EAGMM5L2ECS066J5","A39SVLL7C9VA6N","Submitted","Thu Apr 02 14:58:19 PDT 2020","Thu Apr 02 14:58:21 PDT 2020","Sat Apr 04 14:58:21 PDT 2020","","","","2","100% (16/16)","100% (16/16)","100% (16/16)","Who needs two billionaires in the race, that lane ain't wide enough.  Steyer should drop out, throw his support behind Bloomberg,  and spend his money on helping win the Senate.","iowa","Negative"
"306W7JMRYXX0LB1SV71KI9W4XRXB8G","3VL3OSLWYGYYRJY160Q0PPTL9021GA","Twitter sentiment analysis","Political sentiment analysis for democratic primary predictions","sentiment, text","$0.04","Thu Apr 02 14:57:45 PDT 2020","3","BatchId:3979219;OriginalHitTemplateId:928390909;","3600","172800","Sun Apr 05 14:57:45 PDT 2020","","","3BV8HQ2ZZW0BL7B6MG9SS3BT2DDA6U","A78TB7M3SHPL8","Submitted","Thu Apr 02 15:01:43 PDT 2020","Thu Apr 02 15:11:09 PDT 2020","Sat Apr 04 15:11:09 PDT 2020","","","","566","100% (4/4)","100% (4/4)","100% (4/4)","Well if they feel we need more witnesses... We need: Hunter Biden Joe Biden The whistleblower 1 and 2 Adam Schiff etc. etc. etc. Let's go! Game on.","nevada","Positive"
